customer_id,abm_credit_amount,abm_credit_count,abm_debit_amount,abm_debit_count,card_credit_amount,card_credit_count,card_debit_amount,card_debit_count,cheque_credit_amount,cheque_credit_count,cheque_debit_amount,cheque_debit_count,eft_credit_amount,eft_credit_count,eft_debit_amount,eft_debit_count,emt_credit_amount,emt_credit_count,emt_debit_amount,emt_debit_count,wire_credit_amount,wire_credit_count,wire_debit_amount,wire_debit_count
SYNCID0000005257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250.96,2.0,19631.17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005258,54821.369999999995,5.0,0.0,0.0,0.0,0.0,226.53000000000003,3.0,300.03,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6442.349999999999,20.0,104.3,1.0,0.0,0.0,0.0,0.0
SYNCID0000005259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.94,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005260,0.0,0.0,0.0,0.0,3191.9100000000003,9.0,86095.53,354.0,41241.39,6.0,92424.95999999999,7.0,1951.6000000000001,3.0,10783.14,3.0,0.0,0.0,8936.42,4.0,0.0,0.0,0.0,0.0
SYNCID0000005261,0.0,0.0,0.0,0.0,42.39,1.0,7915.5199999999995,43.0,173.37,1.0,3065.02,3.0,2755.91,2.0,0.0,0.0,17085.980000000003,29.0,34425.74999999999,20.0,0.0,0.0,0.0,0.0
SYNCID0000005262,26848.61,18.0,7804.9,19.0,45584.409999999996,11.0,171777.33000000002,498.0,11887.97,2.0,15193.169999999998,5.0,22029.530000000002,14.0,13999.760000000002,11.0,17630.000000000004,17.0,16453.91,12.0,0.0,0.0,0.0,0.0
SYNCID0000005263,0.0,0.0,0.0,0.0,2303.92,1.0,477.11,11.0,203139.36000000004,22.0,63294.8,27.0,100840.34,2.0,1860.0100000000002,4.0,3071.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345990.34,116.0,250127.09,51.0,6488.9400000000005,5.0,4457.74,5.0,93502.7,1.0,0.0,0.0
SYNCID0000005265,0.0,0.0,0.0,0.0,0.0,0.0,3992.5499999999997,20.0,3276.4700000000003,2.0,11189.109999999999,6.0,0.0,0.0,6033.01,3.0,167.43,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005266,1279.0,1.0,1405.02,2.0,0.0,0.0,13.7,1.0,36304.15,2.0,23887.96,17.0,169738.19,94.0,52004.079999999994,39.0,1751.94,6.0,13657.670000000002,15.0,0.0,0.0,0.0,0.0
SYNCID0000005267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59156.72,1.0,13701.86,11.0,254.77,2.0,73.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005269,0.0,0.0,2711.18,3.0,0.0,0.0,1301.81,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005270,0.0,0.0,0.0,0.0,0.0,0.0,6858.81,10.0,200531.31,38.0,218966.77999999997,58.0,1058.08,1.0,167.47,1.0,1929.82,4.0,14023.52,7.0,0.0,0.0,0.0,0.0
SYNCID0000005271,0.0,0.0,0.0,0.0,0.0,0.0,6800.719999999999,15.0,7733.2,1.0,24084.050000000003,16.0,32598.05,11.0,1060.06,3.0,188.94,2.0,2214.49,1.0,0.0,0.0,0.0,0.0
SYNCID0000005272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353942.06,94.0,383586.48999999993,58.0,0.0,0.0,0.0,0.0,392.71999999999997,3.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005273,0.0,0.0,0.0,0.0,300.79,1.0,8355.48,52.0,461.26,1.0,0.0,0.0,125658.47,56.0,101769.51000000001,38.0,1586.2900000000002,6.0,3793.1200000000003,5.0,0.0,0.0,0.0,0.0
SYNCID0000005274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4370.95,2.0,105460.56000000001,4.0,24979.409999999996,13.0,1391.55,3.0,1078.61,1.0,0.0,0.0,0.0,0.0
SYNCID0000005275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10652.7,2.0,27363.75,9.0,0.0,0.0,0.0,0.0,1816.05,1.0,3139.15,2.0,0.0,0.0,0.0,0.0
SYNCID0000005276,0.0,0.0,0.0,0.0,0.0,0.0,1699.08,8.0,41803.759999999995,3.0,13501.740000000002,3.0,65.81,1.0,2714.4900000000002,2.0,0.0,0.0,2596.69,2.0,0.0,0.0,0.0,0.0
SYNCID0000005277,0.0,0.0,0.0,0.0,0.0,0.0,3492.43,20.0,1506875.46,211.0,781115.81,183.0,0.0,0.0,0.0,0.0,26313.03,8.0,71766.54,46.0,0.0,0.0,0.0,0.0
SYNCID0000005279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8540.539999999999,4.0,1236.6799999999998,2.0,95.34,1.0,1.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489810.89,64.0,63953.86,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005281,0.0,0.0,0.0,0.0,0.0,0.0,4815.179999999999,38.0,9430.06,3.0,36980.810000000005,17.0,16341.759999999998,11.0,40523.96000000001,14.0,7811.780000000001,6.0,25926.31,16.0,864.29,1.0,0.0,0.0
SYNCID0000005282,0.0,0.0,0.0,0.0,258.35,1.0,549.03,3.0,0.0,0.0,0.0,0.0,791723.4299999999,646.0,791259.48,240.0,11362.289999999999,16.0,11989.57,9.0,0.0,0.0,0.0,0.0
SYNCID0000005283,0.0,0.0,530.49,1.0,31047.399999999994,4.0,13277.539999999997,55.0,161.38,1.0,5521.42,5.0,320043.13,84.0,117886.13000000002,73.0,0.0,0.0,173.92,2.0,0.0,0.0,0.0,0.0
SYNCID0000005284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.49,1.0,107.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005285,0.0,0.0,0.0,0.0,0.0,0.0,20118.62,57.0,22334.780000000002,10.0,58290.19000000001,19.0,43767.62,14.0,172529.99,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1977.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7226.34,1.0,26.17,1.0,3611.47,7.0,70462.09,10.0,0.0,0.0,1820.3600000000001,3.0,0.0,0.0,0.0,0.0
SYNCID0000005289,7529.68,8.0,1258.5700000000002,5.0,0.0,0.0,3846.6299999999997,14.0,8821.7,6.0,439011.42000000004,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49221.44,6.0,25519.33,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53885.62,1.0,130201.04000000001,2.0
SYNCID0000005291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94899.78,12.0,7942.320000000001,12.0,0.0,0.0,0.0,0.0,0.0,0.0,51.74,1.0,0.0,0.0,0.0,0.0
SYNCID0000005292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.78,1.0,3126.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005293,8151.89,4.0,3097.98,6.0,0.0,0.0,410.84000000000003,5.0,29223.61,26.0,85791.21,32.0,372657.44999999995,332.0,331408.19999999995,105.0,56371.66000000001,46.0,133395.86999999997,122.0,0.0,0.0,0.0,0.0
SYNCID0000005294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168311.36000000002,68.0,122992.85,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005295,0.0,0.0,0.0,0.0,0.0,0.0,832.12,9.0,9272.74,3.0,673.37,1.0,87.85,1.0,0.0,0.0,8482.060000000001,11.0,22725.079999999998,13.0,0.0,0.0,0.0,0.0
SYNCID0000005296,0.0,0.0,0.0,0.0,830.26,1.0,7991.12,56.0,5869315.36,60.0,31624985.72,120.0,0.0,0.0,33226.22,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.5400000000002,2.0,517.6800000000001,2.0,617.81,2.0,3036.1099999999997,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46342.7,3.0,42036.72,8.0,5316.1900000000005,14.0,3059.33,5.0,0.0,0.0,0.0,0.0
SYNCID0000005299,0.0,0.0,0.0,0.0,0.0,0.0,75.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.1,1.0,0.0,0.0,0.0,0.0,1744.25,2.0,108.93,2.0,0.0,0.0,0.0,0.0
SYNCID0000005301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.96,1.0,12585.510000000002,12.0,36800.799999999996,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005302,0.0,0.0,0.0,0.0,0.0,0.0,2828.29,11.0,262451.15,51.0,306045.74,76.0,19201.030000000002,4.0,11052.16,8.0,2271.42,5.0,9246.21,6.0,25023.75,1.0,96227.3,1.0
SYNCID0000005303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23200.44,9.0,3354.5,4.0,0.0,0.0,1002.73,1.0,0.0,0.0,0.0,0.0
SYNCID0000005304,8707.82,5.0,809.48,3.0,0.0,0.0,762.9700000000001,10.0,2144.31,4.0,55339.45,5.0,1210792.24,514.0,1669226.1,208.0,101.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005305,0.0,0.0,0.0,0.0,1279.26,3.0,87988.6,365.0,0.0,0.0,0.0,0.0,3469.47,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5102.5,5.0,2150.11,1.0,8064.83,3.0,36859.17,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005307,0.0,0.0,0.0,0.0,0.0,0.0,12916.789999999999,34.0,0.0,0.0,0.0,0.0,42.56,1.0,0.0,0.0,0.0,0.0,884.44,3.0,0.0,0.0,0.0,0.0
SYNCID0000005308,0.0,0.0,217.67,1.0,2483.07,1.0,17034.320000000003,86.0,77126.15,5.0,277675.45999999996,58.0,1434800.99,150.0,1099370.75,171.0,16090.98,5.0,12489.73,12.0,0.0,0.0,0.0,0.0
SYNCID0000005309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36431.899999999994,12.0,21079.760000000006,13.0,2688.5299999999997,2.0,2821.84,3.0,0.0,0.0,225.87,1.0,0.0,0.0,0.0,0.0
SYNCID0000005310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.99,1.0,2377.04,2.0,0.0,0.0,0.0,0.0
SYNCID0000005311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55219.36000000001,29.0,25102.870000000003,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7894.35,4.0,83000.09999999998,6.0,38.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005313,1075.22,1.0,1460.44,2.0,0.0,0.0,6084.66,32.0,191126.69000000003,69.0,213587.49999999997,95.0,0.0,0.0,0.0,0.0,6327.49,8.0,15228.079999999998,9.0,0.0,0.0,0.0,0.0
SYNCID0000005314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64455.76,3.0,11699.89,10.0,161323.08000000002,70.0,89785.64,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3167.24,5.0,2734.2099999999996,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2878.4,3.0,18408.82,1.0,0.0,0.0,176500.71,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005317,0.0,0.0,0.0,0.0,0.0,0.0,63.43000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005318,0.0,0.0,0.0,0.0,0.0,0.0,171.54000000000002,3.0,5964.07,1.0,20202.059999999998,7.0,0.0,0.0,10917.970000000001,2.0,0.0,0.0,13362.04,5.0,0.0,0.0,0.0,0.0
SYNCID0000005319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005321,0.0,0.0,0.0,0.0,3144.01,1.0,8586.060000000001,19.0,436.61,1.0,0.0,0.0,126.97,1.0,44714.84,5.0,10.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005322,2077.59,1.0,1726.77,3.0,5199.9800000000005,2.0,9076.599999999999,31.0,213911.19999999998,51.0,1296868.04,75.0,195101.64999999997,70.0,39754.700000000004,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005323,0.0,0.0,0.0,0.0,299.65,1.0,22816.070000000003,95.0,0.0,0.0,1786.2,1.0,33914.57000000001,14.0,39350.08,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005324,933.78,1.0,0.0,0.0,3353.13,2.0,6974.17,46.0,1512.95,2.0,3836.25,4.0,227879.86,7.0,15255.69,4.0,5020.6900000000005,2.0,10297.95,11.0,0.0,0.0,0.0,0.0
SYNCID0000005325,0.0,0.0,729.63,1.0,0.0,0.0,30.84,1.0,389.78,1.0,0.0,0.0,1342.63,1.0,2.08,1.0,24530.570000000003,69.0,28690.149999999998,26.0,0.0,0.0,0.0,0.0
SYNCID0000005326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21175.690000000002,8.0,143654.75,24.0,35030.75,14.0,86523.65999999999,22.0,14369.909999999998,9.0,6591.1900000000005,9.0,0.0,0.0,0.0,0.0
SYNCID0000005327,0.0,0.0,383.52,2.0,0.0,0.0,2017.81,8.0,23833.32,6.0,107435.73999999999,4.0,474913.07000000007,118.0,311322.67000000004,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005328,0.0,0.0,0.0,0.0,20.96,1.0,17976.88,69.0,5688.06,1.0,2790.63,4.0,10035.95,6.0,95.82,1.0,4272.139999999999,10.0,14767.170000000002,22.0,0.0,0.0,0.0,0.0
SYNCID0000005330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71945.76000000001,34.0,46071.17,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005331,19218.690000000002,3.0,1497.5400000000002,4.0,6358.85,7.0,42529.54,117.0,506.19,2.0,0.0,0.0,25799.610000000004,7.0,303278.62,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005332,0.0,0.0,0.0,0.0,789.99,4.0,77808.54000000001,191.0,7764.790000000001,5.0,8815.52,2.0,8554.06,1.0,2584.25,2.0,7343.64,5.0,20434.48,23.0,0.0,0.0,0.0,0.0
SYNCID0000005333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.28,3.0,0.0,0.0,0.0,0.0,644.03,3.0,25717.61,12.0,41180.07,27.0,49992.87,1.0,0.0,0.0
SYNCID0000005334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.36,2.0,1646.44,2.0,7068.9,4.0,2336.75,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005335,1125.9099999999999,5.0,21.12,1.0,403.18,1.0,233.72,2.0,545.49,3.0,18872.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005336,0.0,0.0,1108.3500000000001,2.0,0.0,0.0,376.42,7.0,0.0,0.0,2644.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005337,33849.33,9.0,3436.0099999999998,7.0,0.0,0.0,1523.8899999999999,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28827.760000000002,2.0,46123.14,13.0,113829.10000000002,31.0,38722.17999999999,19.0,1040.98,5.0,3829.6800000000003,2.0,0.0,0.0,0.0,0.0
SYNCID0000005339,0.0,0.0,0.0,0.0,3837.54,2.0,8203.17,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005340,7919.990000000001,13.0,18600.22,35.0,0.0,0.0,8436.75,24.0,9948.54,13.0,91690.31,22.0,2696.38,2.0,1673.07,4.0,186.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005341,0.0,0.0,0.0,0.0,0.0,0.0,5630.74,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553001.76,6.0,8067.44,3.0,198.78,2.0,225115.03,3.0,474.11,2.0,1089.64,1.0,0.0,0.0,0.0,0.0
SYNCID0000005343,0.0,0.0,0.0,0.0,0.0,0.0,1150.67,15.0,717.5,1.0,11436.28,3.0,7510.25,8.0,26039.460000000003,2.0,7501.71,2.0,2916.79,5.0,0.0,0.0,0.0,0.0
SYNCID0000005344,1554.44,2.0,862.19,2.0,0.0,0.0,177.53,1.0,0.0,0.0,0.0,0.0,39914.39,4.0,694.51,2.0,935.72,2.0,10046.84,10.0,0.0,0.0,0.0,0.0
SYNCID0000005345,0.0,0.0,0.0,0.0,0.0,0.0,585.38,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005346,0.0,0.0,0.0,0.0,61.09,1.0,12278.25,102.0,898.6,1.0,0.0,0.0,1735.4,1.0,295.6,1.0,7693.469999999999,6.0,5957.13,5.0,0.0,0.0,0.0,0.0
SYNCID0000005347,83002.11,1.0,128.07,2.0,0.0,0.0,2050.96,10.0,56.49,1.0,0.0,0.0,22831.84,3.0,21017.65,9.0,1553.68,1.0,9325.35,3.0,0.0,0.0,0.0,0.0
SYNCID0000005348,0.0,0.0,0.0,0.0,0.0,0.0,17898.53,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.2,1.0,2039.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005350,0.0,0.0,0.0,0.0,0.0,0.0,74.63000000000001,2.0,241.21,1.0,3751.55,3.0,7459.76,3.0,2205.79,6.0,0.0,0.0,542.35,2.0,0.0,0.0,0.0,0.0
SYNCID0000005351,0.0,0.0,0.0,0.0,242.76,1.0,10304.28,43.0,974.94,1.0,10701.480000000001,3.0,38614.69,9.0,55195.84999999999,11.0,9032.619999999999,6.0,15147.670000000002,12.0,0.0,0.0,0.0,0.0
SYNCID0000005352,0.0,0.0,746.06,1.0,0.0,0.0,1129.0600000000002,15.0,0.0,0.0,0.0,0.0,69925.46999999999,43.0,139971.26000000004,39.0,0.0,0.0,1657.27,3.0,0.0,0.0,0.0,0.0
SYNCID0000005353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573376.78,164.0,1097006.96,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33031.189999999995,12.0,8855.289999999999,7.0,6387.539999999999,19.0,8322.43,12.0,0.0,0.0,0.0,0.0
SYNCID0000005355,0.0,0.0,0.0,0.0,5889.7,3.0,11773.810000000001,67.0,0.0,0.0,0.0,0.0,102183.93999999999,21.0,11383.86,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47089.700000000004,18.0,71826.31000000001,25.0,361.67999999999995,2.0,18072.54,5.0,34377.46,34.0,11668.570000000003,14.0,0.0,0.0,69917.96,1.0
SYNCID0000005357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.79,1.0,3740.02,2.0,183733.21,28.0,211276.91999999998,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005358,4549.15,1.0,533.87,1.0,3294.18,3.0,38533.78999999999,193.0,3172.01,1.0,0.0,0.0,13160.740000000002,2.0,0.0,0.0,0.0,0.0,2095.21,2.0,0.0,0.0,0.0,0.0
SYNCID0000005359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69129.54999999999,10.0,37517.62,12.0,236812.88,23.0,86957.92000000001,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82951.49999999999,7.0,471.84,1.0,2426.71,1.0,103.74,1.0,3920.71,2.0,242380.01,1.0,0.0,0.0
SYNCID0000005361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279863.49,53.0,213009.66999999998,62.0,0.0,0.0,0.0,0.0,28613.789999999994,15.0,22942.239999999998,28.0,0.0,0.0,0.0,0.0
SYNCID0000005362,0.0,0.0,0.0,0.0,0.0,0.0,1014.03,5.0,2093.1,1.0,0.0,0.0,59035.99999999999,25.0,42388.39,14.0,684.76,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005363,41594.049999999996,17.0,11309.710000000001,21.0,0.0,0.0,16610.89,79.0,20777.760000000002,6.0,51780.61,16.0,0.0,0.0,0.0,0.0,15511.719999999998,5.0,5924.99,3.0,0.0,0.0,0.0,0.0
SYNCID0000005364,2862.63,1.0,1277.09,2.0,0.0,0.0,2278.31,21.0,4743.13,4.0,10336.94,2.0,216911.1,10.0,25205.749999999996,28.0,0.0,0.0,555.12,1.0,0.0,0.0,0.0,0.0
SYNCID0000005365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30895.92,51.0,723391.9799999999,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005366,0.0,0.0,0.0,0.0,0.0,0.0,1175.45,1.0,0.0,0.0,0.0,0.0,6115.31,4.0,889.9699999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.63,1.0,443.86,1.0,0.0,0.0,0.0,0.0,280.52,2.0,3110.67,1.0,0.0,0.0,0.0,0.0
SYNCID0000005368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2905.37,3.0,2805.05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005369,0.0,0.0,107.35,1.0,0.0,0.0,246.92000000000002,2.0,0.0,0.0,0.0,0.0,1245.13,2.0,40180.5,5.0,3564.79,3.0,5340.620000000001,4.0,0.0,0.0,0.0,0.0
SYNCID0000005370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.36,1.0,27075.82,9.0,37291.88,13.0,0.0,0.0,0.0,0.0,665.88,1.0,0.0,0.0
SYNCID0000005371,0.0,0.0,0.0,0.0,0.0,0.0,16629.09,43.0,0.0,0.0,55.14,1.0,74667.51999999999,27.0,40997.66,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005372,0.0,0.0,0.0,0.0,0.0,0.0,2911.7000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5417.76,1.0,0.0,0.0,1248.3,1.0,2204.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1496.1,4.0,4332.23,1.0,1456.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005375,8502.48,2.0,1044.87,1.0,1464.13,4.0,24891.11999999999,79.0,84765.53999999998,24.0,86379.72,17.0,36200.32,10.0,50063.020000000004,12.0,0.0,0.0,4264.25,4.0,0.0,0.0,0.0,0.0
SYNCID0000005376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12601.580000000002,19.0,26764.329999999998,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNCID0000005377,0.0,0.0,0.0,0.0,393.39,2.0,23796.479999999996,61.0,0.0,0.0,0.0,0.0,50662.649999999994,12.0,12558.46,13.0,48.66,1.0,478.89,1.0,0.0,0.0,0.0,0.0
SYNCID0000005378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18892.24,48.0,16361.769999999999,17.0,0.0,0.0,0.0,0.0
SYNCID0000005379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6289.99,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
