customer_id,abm_high_value_count,emt_high_value_count,card_high_value_count,wire_high_value_count,eft_high_value_count,cheque_high_value_count
SYNCID0000004902,0.0,4.0,0.0,0.0,0.0,0.0
SYNCID0000005125,0.0,4.0,14.0,0.0,0.0,0.0
SYNCID0000002306,0.0,4.0,0.0,0.0,0.0,0.0
SYNCID0000007129,0.0,4.0,8.0,0.0,8.0,0.0
SYNCID0000006887,0.0,4.0,6.0,0.0,2.0,2.0
SYNCID0000005574,0.0,4.0,0.0,0.0,0.0,4.0
SYNCID0000010551,0.0,4.0,0.0,0.0,4.0,2.0
SYNCID0000010344,0.0,4.0,0.0,0.0,0.0,2.0
SYNCID0000008397,0.0,4.0,0.0,0.0,6.0,2.0
SYNCID0000009453,0.0,4.0,0.0,0.0,8.0,10.0
SYNCID0000015559,0.0,4.0,0.0,0.0,0.0,4.0
SYNCID0000006993,0.0,2.0,8.0,0.0,8.0,0.0
SYNCID0000006087,0.0,2.0,18.0,0.0,4.0,4.0
SYNCID0000006840,0.0,2.0,0.0,0.0,0.0,0.0
SYNCID0000005378,0.0,2.0,0.0,0.0,0.0,0.0
SYNCID0000004303,0.0,2.0,0.0,0.0,2.0,8.0
SYNCID0000004586,0.0,2.0,12.0,0.0,0.0,8.0
SYNCID0000004920,0.0,2.0,16.0,0.0,0.0,0.0
SYNCID0000001662,0.0,2.0,8.0,0.0,8.0,0.0
SYNCID0000001675,0.0,2.0,2.0,0.0,6.0,0.0
SYNCID0000002520,0.0,2.0,0.0,0.0,8.0,0.0
SYNCID0000001228,0.0,2.0,0.0,0.0,0.0,0.0
SYNCID0000002647,0.0,2.0,26.0,0.0,0.0,6.0
SYNCID0000000007,0.0,2.0,14.0,0.0,6.0,10.0
SYNCID0000000229,0.0,2.0,0.0,0.0,0.0,0.0
SYNCID0000000534,0.0,2.0,0.0,0.0,0.0,8.0
SYNCID0000010740,0.0,2.0,0.0,0.0,0.0,0.0
SYNCID0000010538,0.0,2.0,0.0,0.0,0.0,2.0
SYNCID0000010429,0.0,2.0,0.0,0.0,4.0,2.0
SYNCID0000009922,0.0,2.0,0.0,0.0,0.0,0.0
SYNCID0000008085,0.0,2.0,12.0,0.0,4.0,2.0
SYNCID0000007391,0.0,2.0,0.0,0.0,0.0,0.0
SYNCID0000010924,0.0,2.0,0.0,0.0,6.0,0.0
SYNCID0000013710,0.0,2.0,0.0,0.0,0.0,0.0
SYNCID0000012555,0.0,2.0,0.0,0.0,4.0,6.0
SYNCID0000012601,0.0,2.0,0.0,0.0,10.0,2.0
SYNCID0000015399,0.0,2.0,0.0,0.0,12.0,0.0
SYNCID0000016187,0.0,2.0,0.0,0.0,6.0,6.0
SYNCID0000016069,0.0,2.0,0.0,0.0,0.0,0.0
SYNCID0000011990,0.0,12.0,12.0,0.0,8.0,4.0
SYNCID0000017123,0.0,10.0,16.0,0.0,2.0,2.0
SYNCID0000000698,0.0,10.0,0.0,0.0,4.0,0.0
SYNCID0000000883,0.0,10.0,12.0,0.0,8.0,6.0
SYNCID0000000269,0.0,10.0,16.0,0.0,6.0,12.0
SYNCID0000015726,0.0,10.0,8.0,0.0,0.0,0.0
SYNCID0000007967,0.0,10.0,14.0,0.0,6.0,2.0
SYNCID0000015717,0.0,10.0,0.0,0.0,4.0,2.0
SYNCID0000015663,0.0,10.0,12.0,0.0,8.0,10.0
SYNCID0000008263,0.0,10.0,0.0,0.0,0.0,0.0
SYNCID0000009032,0.0,10.0,22.0,0.0,8.0,6.0
SYNCID0000005714,0.0,10.0,0.0,0.0,0.0,4.0
SYNCID0000000485,0.0,10.0,2.0,0.0,4.0,0.0
SYNCID0000005510,0.0,10.0,6.0,0.0,10.0,0.0
SYNCID0000010856,0.0,10.0,12.0,0.0,6.0,6.0
SYNCID0000014736,0.0,10.0,20.0,0.0,0.0,6.0
SYNCID0000014287,0.0,10.0,8.0,0.0,4.0,2.0
SYNCID0000010371,0.0,10.0,12.0,0.0,0.0,0.0
SYNCID0000013740,0.0,10.0,0.0,0.0,6.0,4.0
SYNCID0000000551,0.0,10.0,14.0,0.0,2.0,0.0
SYNCID0000002893,0.0,10.0,0.0,0.0,4.0,6.0
SYNCID0000006980,0.0,10.0,8.0,0.0,4.0,2.0
SYNCID0000012857,0.0,10.0,10.0,0.0,0.0,0.0
SYNCID0000003171,0.0,10.0,4.0,0.0,12.0,6.0
SYNCID0000012842,0.0,10.0,6.0,0.0,8.0,6.0
SYNCID0000016624,0.0,10.0,18.0,0.0,2.0,0.0
SYNCID0000015155,0.0,10.0,0.0,0.0,10.0,0.0
SYNCID0000009391,0.0,10.0,14.0,0.0,10.0,2.0
SYNCID0000001706,0.0,10.0,6.0,0.0,2.0,4.0
SYNCID0000001497,0.0,10.0,6.0,0.0,4.0,4.0
SYNCID0000004286,0.0,10.0,0.0,0.0,10.0,0.0
SYNCID0000010942,0.0,10.0,0.0,0.0,4.0,4.0
SYNCID0000004413,0.0,10.0,0.0,0.0,4.0,6.0
SYNCID0000010893,0.0,10.0,2.0,0.0,6.0,0.0
SYNCID0000001475,0.0,10.0,6.0,0.0,4.0,0.0
SYNCID0000000766,0.0,8.0,2.0,0.0,6.0,0.0
SYNCID0000000624,0.0,8.0,0.0,0.0,0.0,8.0
SYNCID0000000429,0.0,8.0,20.0,0.0,2.0,8.0
SYNCID0000007505,0.0,8.0,0.0,0.0,4.0,10.0
SYNCID0000006855,0.0,8.0,0.0,0.0,12.0,0.0
SYNCID0000001249,0.0,8.0,0.0,0.0,0.0,0.0
SYNCID0000015727,0.0,8.0,10.0,0.0,14.0,4.0
SYNCID0000006098,0.0,8.0,0.0,0.0,4.0,6.0
SYNCID0000008198,0.0,8.0,16.0,0.0,8.0,4.0
SYNCID0000005936,0.0,8.0,0.0,0.0,8.0,6.0
SYNCID0000006055,0.0,8.0,20.0,0.0,12.0,6.0
SYNCID0000016399,0.0,8.0,0.0,0.0,8.0,10.0
SYNCID0000016413,0.0,8.0,12.0,0.0,6.0,8.0
SYNCID0000008059,0.0,8.0,0.0,0.0,2.0,8.0
SYNCID0000007777,0.0,8.0,0.0,0.0,6.0,2.0
SYNCID0000016079,0.0,8.0,20.0,0.0,10.0,0.0
SYNCID0000016231,0.0,8.0,12.0,0.0,0.0,0.0
SYNCID0000000951,0.0,8.0,2.0,0.0,2.0,6.0
SYNCID0000000549,0.0,8.0,20.0,0.0,12.0,0.0
SYNCID0000006459,0.0,8.0,8.0,0.0,0.0,0.0
SYNCID0000006448,0.0,8.0,0.0,0.0,0.0,10.0
SYNCID0000007733,0.0,8.0,0.0,0.0,4.0,8.0
SYNCID0000000509,0.0,8.0,16.0,0.0,8.0,4.0
SYNCID0000007789,0.0,8.0,0.0,0.0,12.0,0.0
SYNCID0000006491,0.0,8.0,0.0,0.0,4.0,8.0
SYNCID0000006486,0.0,8.0,0.0,0.0,4.0,0.0
SYNCID0000000532,0.0,8.0,10.0,0.0,16.0,4.0
SYNCID0000006689,0.0,8.0,2.0,0.0,0.0,0.0
SYNCID0000016507,0.0,8.0,0.0,0.0,0.0,2.0
SYNCID0000007635,0.0,8.0,18.0,0.0,12.0,2.0
SYNCID0000008859,0.0,8.0,0.0,0.0,4.0,8.0
SYNCID0000001487,0.0,8.0,20.0,0.0,4.0,0.0
SYNCID0000015544,0.0,8.0,14.0,0.0,6.0,6.0
SYNCID0000009701,0.0,8.0,0.0,0.0,4.0,4.0
SYNCID0000015174,0.0,8.0,10.0,0.0,10.0,8.0
SYNCID0000009558,0.0,8.0,20.0,0.0,8.0,6.0
SYNCID0000014924,0.0,8.0,0.0,0.0,2.0,10.0
SYNCID0000009476,0.0,8.0,4.0,0.0,8.0,0.0
SYNCID0000009261,0.0,8.0,2.0,0.0,4.0,4.0
SYNCID0000009279,0.0,8.0,0.0,0.0,6.0,6.0
SYNCID0000009353,0.0,8.0,2.0,0.0,4.0,10.0
SYNCID0000010401,0.0,8.0,0.0,0.0,0.0,0.0
SYNCID0000010218,0.0,8.0,0.0,0.0,2.0,2.0
SYNCID0000010615,0.0,8.0,2.0,0.0,4.0,6.0
SYNCID0000009819,0.0,8.0,4.0,0.0,4.0,12.0
SYNCID0000010199,0.0,8.0,22.0,0.0,2.0,14.0
SYNCID0000004919,0.0,8.0,22.0,0.0,0.0,0.0
SYNCID0000005217,0.0,8.0,12.0,0.0,2.0,2.0
SYNCID0000014792,0.0,8.0,8.0,0.0,4.0,0.0
SYNCID0000014723,0.0,8.0,0.0,0.0,0.0,2.0
SYNCID0000014617,0.0,8.0,0.0,0.0,0.0,6.0
SYNCID0000005910,0.0,8.0,0.0,0.0,4.0,0.0
SYNCID0000005612,0.0,8.0,14.0,0.0,8.0,8.0
SYNCID0000005550,0.0,8.0,0.0,0.0,0.0,12.0
SYNCID0000005543,0.0,8.0,12.0,0.0,0.0,0.0
SYNCID0000008728,0.0,8.0,6.0,0.0,8.0,10.0
SYNCID0000008673,0.0,8.0,0.0,0.0,10.0,0.0
SYNCID0000015479,0.0,8.0,10.0,0.0,0.0,0.0
SYNCID0000015886,0.0,8.0,14.0,0.0,8.0,2.0
SYNCID0000008578,0.0,8.0,8.0,0.0,6.0,2.0
SYNCID0000016046,0.0,8.0,12.0,0.0,8.0,2.0
SYNCID0000016034,0.0,8.0,10.0,0.0,2.0,14.0
SYNCID0000014262,0.0,8.0,10.0,0.0,6.0,0.0
SYNCID0000014241,0.0,8.0,10.0,0.0,6.0,6.0
SYNCID0000011183,0.0,8.0,0.0,0.0,0.0,4.0
SYNCID0000011179,0.0,8.0,0.0,0.0,12.0,2.0
SYNCID0000011167,0.0,8.0,6.0,0.0,4.0,6.0
SYNCID0000004178,0.0,8.0,20.0,0.0,10.0,2.0
SYNCID0000004272,0.0,8.0,18.0,0.0,6.0,6.0
SYNCID0000014886,0.0,8.0,6.0,0.0,12.0,0.0
SYNCID0000004566,0.0,8.0,0.0,0.0,4.0,12.0
SYNCID0000010505,0.0,8.0,18.0,0.0,4.0,0.0
SYNCID0000011660,0.0,8.0,0.0,0.0,6.0,4.0
SYNCID0000011524,0.0,8.0,0.0,0.0,4.0,4.0
SYNCID0000014384,0.0,8.0,8.0,0.0,4.0,2.0
SYNCID0000014161,0.0,8.0,22.0,0.0,4.0,6.0
SYNCID0000012225,0.0,8.0,14.0,0.0,0.0,0.0
SYNCID0000012002,0.0,8.0,12.0,0.0,8.0,8.0
SYNCID0000003375,0.0,8.0,12.0,0.0,12.0,4.0
SYNCID0000003404,0.0,8.0,0.0,0.0,4.0,2.0
SYNCID0000014531,0.0,8.0,0.0,0.0,0.0,0.0
SYNCID0000011839,0.0,8.0,0.0,0.0,0.0,0.0
SYNCID0000011896,0.0,8.0,0.0,0.0,4.0,0.0
SYNCID0000014005,0.0,8.0,14.0,0.0,6.0,2.0
SYNCID0000002272,0.0,8.0,2.0,0.0,10.0,0.0
SYNCID0000002313,0.0,8.0,18.0,0.0,6.0,10.0
SYNCID0000003926,0.0,8.0,18.0,0.0,8.0,4.0
SYNCID0000011604,0.0,8.0,2.0,0.0,10.0,10.0
SYNCID0000003359,0.0,8.0,10.0,0.0,12.0,6.0
SYNCID0000003342,0.0,8.0,0.0,0.0,6.0,0.0
SYNCID0000012675,0.0,8.0,14.0,0.0,4.0,0.0
SYNCID0000012505,0.0,8.0,16.0,0.0,8.0,0.0
SYNCID0000013786,0.0,8.0,8.0,0.0,0.0,6.0
SYNCID0000002613,0.0,8.0,18.0,0.0,10.0,6.0
SYNCID0000013667,0.0,8.0,18.0,0.0,4.0,6.0
SYNCID0000013615,0.0,8.0,8.0,0.0,4.0,0.0
SYNCID0000012390,0.0,8.0,0.0,0.0,8.0,6.0
SYNCID0000003094,0.0,8.0,16.0,0.0,12.0,8.0
SYNCID0000012986,0.0,8.0,2.0,0.0,8.0,0.0
SYNCID0000003175,0.0,8.0,18.0,0.0,2.0,2.0
SYNCID0000003370,0.0,8.0,4.0,0.0,6.0,8.0
SYNCID0000012862,0.0,8.0,4.0,0.0,6.0,4.0
SYNCID0000003077,0.0,8.0,12.0,0.0,8.0,6.0
SYNCID0000012694,0.0,8.0,0.0,0.0,2.0,4.0
SYNCID0000013408,0.0,8.0,0.0,0.0,0.0,4.0
SYNCID0000013166,0.0,8.0,4.0,0.0,4.0,4.0
SYNCID0000013025,0.0,8.0,2.0,0.0,2.0,0.0
SYNCID0000012945,0.0,8.0,20.0,0.0,8.0,0.0
SYNCID0000006954,0.0,8.0,0.0,0.0,6.0,4.0
SYNCID0000013460,0.0,8.0,10.0,0.0,2.0,0.0
SYNCID0000007205,0.0,8.0,0.0,0.0,8.0,0.0
SYNCID0000007065,0.0,8.0,8.0,0.0,12.0,4.0
SYNCID0000016543,0.0,8.0,0.0,0.0,4.0,0.0
SYNCID0000007225,0.0,8.0,0.0,0.0,6.0,8.0
SYNCID0000016573,0.0,8.0,8.0,0.0,10.0,6.0
SYNCID0000016652,0.0,8.0,2.0,0.0,8.0,12.0
SYNCID0000016813,0.0,8.0,0.0,0.0,8.0,4.0
SYNCID0000000200,0.0,6.0,0.0,0.0,0.0,0.0
SYNCID0000016821,0.0,6.0,0.0,0.0,14.0,0.0
SYNCID0000016774,0.0,6.0,18.0,0.0,2.0,0.0
SYNCID0000016725,0.0,6.0,20.0,0.0,8.0,0.0
SYNCID0000016587,0.0,6.0,2.0,0.0,4.0,0.0
SYNCID0000016580,0.0,6.0,16.0,0.0,12.0,6.0
SYNCID0000000569,0.0,6.0,14.0,0.0,2.0,10.0
SYNCID0000000557,0.0,6.0,8.0,0.0,6.0,2.0
SYNCID0000007252,0.0,6.0,26.0,0.0,2.0,0.0
SYNCID0000007222,0.0,6.0,20.0,0.0,6.0,2.0
SYNCID0000007193,0.0,6.0,0.0,0.0,0.0,10.0
SYNCID0000007117,0.0,6.0,12.0,0.0,2.0,0.0
SYNCID0000007036,0.0,6.0,0.0,0.0,8.0,0.0
SYNCID0000007564,0.0,6.0,14.0,0.0,12.0,8.0
SYNCID0000006674,0.0,6.0,0.0,0.0,0.0,4.0
SYNCID0000006728,0.0,6.0,0.0,0.0,0.0,2.0
SYNCID0000007616,0.0,6.0,0.0,0.0,10.0,8.0
SYNCID0000016427,0.0,6.0,14.0,0.0,0.0,0.0
SYNCID0000016465,0.0,6.0,4.0,0.0,0.0,6.0
SYNCID0000000785,0.0,6.0,10.0,0.0,8.0,4.0
SYNCID0000000411,0.0,6.0,6.0,0.0,4.0,8.0
SYNCID0000000431,0.0,6.0,6.0,0.0,6.0,10.0
SYNCID0000007712,0.0,6.0,14.0,0.0,0.0,2.0
SYNCID0000007728,0.0,6.0,18.0,0.0,10.0,4.0
SYNCID0000007762,0.0,6.0,6.0,0.0,2.0,2.0
SYNCID0000007774,0.0,6.0,0.0,0.0,4.0,2.0
SYNCID0000013679,0.0,6.0,0.0,0.0,8.0,10.0
SYNCID0000013735,0.0,6.0,0.0,0.0,8.0,12.0
SYNCID0000013781,0.0,6.0,0.0,0.0,0.0,0.0
SYNCID0000003200,0.0,6.0,0.0,0.0,4.0,0.0
SYNCID0000003285,0.0,6.0,2.0,0.0,0.0,8.0
SYNCID0000003300,0.0,6.0,4.0,0.0,10.0,4.0
SYNCID0000012825,0.0,6.0,16.0,0.0,4.0,10.0
SYNCID0000012834,0.0,6.0,0.0,0.0,8.0,8.0
SYNCID0000012900,0.0,6.0,2.0,0.0,6.0,2.0
SYNCID0000002980,0.0,6.0,0.0,0.0,0.0,10.0
SYNCID0000003103,0.0,6.0,0.0,0.0,4.0,2.0
SYNCID0000013000,0.0,6.0,14.0,0.0,4.0,12.0
SYNCID0000013021,0.0,6.0,8.0,0.0,6.0,0.0
SYNCID0000012419,0.0,6.0,6.0,0.0,4.0,8.0
SYNCID0000003499,0.0,6.0,2.0,0.0,12.0,6.0
SYNCID0000003539,0.0,6.0,0.0,0.0,0.0,0.0
SYNCID0000003590,0.0,6.0,2.0,0.0,0.0,8.0
SYNCID0000003660,0.0,6.0,10.0,0.0,4.0,6.0
SYNCID0000012475,0.0,6.0,0.0,0.0,0.0,12.0
SYNCID0000012476,0.0,6.0,16.0,0.0,4.0,8.0
SYNCID0000013525,0.0,6.0,0.0,0.0,2.0,2.0
SYNCID0000013527,0.0,6.0,6.0,0.0,8.0,0.0
SYNCID0000013531,0.0,6.0,22.0,0.0,8.0,4.0
SYNCID0000013570,0.0,6.0,2.0,0.0,2.0,0.0
SYNCID0000013607,0.0,6.0,8.0,0.0,4.0,6.0
SYNCID0000002542,0.0,6.0,10.0,0.0,6.0,2.0
SYNCID0000002549,0.0,6.0,10.0,0.0,12.0,8.0
SYNCID0000002624,0.0,6.0,10.0,0.0,8.0,6.0
SYNCID0000011920,0.0,6.0,10.0,0.0,0.0,2.0
SYNCID0000003662,0.0,6.0,0.0,0.0,4.0,0.0
SYNCID0000003672,0.0,6.0,20.0,0.0,2.0,8.0
SYNCID0000003682,0.0,6.0,12.0,0.0,2.0,8.0
SYNCID0000003683,0.0,6.0,0.0,0.0,4.0,0.0
SYNCID0000003695,0.0,6.0,22.0,0.0,6.0,6.0
SYNCID0000003702,0.0,6.0,16.0,0.0,4.0,2.0
SYNCID0000003727,0.0,6.0,14.0,0.0,4.0,2.0
SYNCID0000003754,0.0,6.0,24.0,0.0,4.0,4.0
SYNCID0000003759,0.0,6.0,0.0,0.0,0.0,0.0
SYNCID0000003843,0.0,6.0,8.0,0.0,2.0,12.0
SYNCID0000011992,0.0,6.0,10.0,0.0,6.0,0.0
SYNCID0000012207,0.0,6.0,12.0,0.0,8.0,8.0
SYNCID0000012313,0.0,6.0,8.0,0.0,2.0,0.0
SYNCID0000003985,0.0,6.0,18.0,0.0,14.0,6.0
SYNCID0000004077,0.0,6.0,8.0,0.0,14.0,6.0
SYNCID0000011728,0.0,6.0,10.0,0.0,8.0,2.0
SYNCID0000011906,0.0,6.0,14.0,0.0,2.0,4.0
SYNCID0000013893,0.0,6.0,16.0,0.0,12.0,6.0
SYNCID0000013896,0.0,6.0,20.0,0.0,6.0,4.0
SYNCID0000013927,0.0,6.0,0.0,0.0,8.0,6.0
SYNCID0000014029,0.0,6.0,0.0,0.0,8.0,0.0
SYNCID0000014049,0.0,6.0,6.0,0.0,6.0,0.0
SYNCID0000014063,0.0,6.0,18.0,0.0,2.0,0.0
SYNCID0000014082,0.0,6.0,0.0,0.0,4.0,6.0
SYNCID0000002180,0.0,6.0,14.0,0.0,6.0,0.0
SYNCID0000002181,0.0,6.0,0.0,0.0,6.0,10.0
SYNCID0000002423,0.0,6.0,2.0,0.0,2.0,0.0
SYNCID0000011916,0.0,6.0,14.0,0.0,8.0,2.0
SYNCID0000011102,0.0,6.0,12.0,0.0,10.0,4.0
SYNCID0000011221,0.0,6.0,0.0,0.0,8.0,2.0
SYNCID0000014194,0.0,6.0,6.0,0.0,10.0,2.0
SYNCID0000014199,0.0,6.0,0.0,0.0,0.0,0.0
SYNCID0000014222,0.0,6.0,0.0,0.0,10.0,10.0
SYNCID0000001948,0.0,6.0,16.0,0.0,4.0,6.0
SYNCID0000002037,0.0,6.0,28.0,0.0,2.0,2.0
SYNCID0000002084,0.0,6.0,10.0,0.0,4.0,4.0
SYNCID0000002139,0.0,6.0,6.0,0.0,8.0,0.0
SYNCID0000014349,0.0,6.0,8.0,0.0,6.0,6.0
SYNCID0000014462,0.0,6.0,16.0,0.0,12.0,4.0
SYNCID0000011319,0.0,6.0,14.0,0.0,12.0,4.0
SYNCID0000011637,0.0,6.0,14.0,0.0,10.0,0.0
SYNCID0000003961,0.0,6.0,18.0,0.0,0.0,4.0
SYNCID0000004318,0.0,6.0,4.0,0.0,6.0,4.0
SYNCID0000004424,0.0,6.0,2.0,0.0,2.0,6.0
SYNCID0000004472,0.0,6.0,2.0,0.0,10.0,8.0
SYNCID0000004099,0.0,6.0,0.0,0.0,10.0,6.0
SYNCID0000004164,0.0,6.0,14.0,0.0,4.0,4.0
SYNCID0000004187,0.0,6.0,4.0,0.0,4.0,0.0
SYNCID0000004200,0.0,6.0,16.0,0.0,8.0,6.0
SYNCID0000004282,0.0,6.0,2.0,0.0,12.0,0.0
SYNCID0000010954,0.0,6.0,0.0,0.0,6.0,10.0
SYNCID0000010964,0.0,6.0,8.0,0.0,2.0,0.0
SYNCID0000010968,0.0,6.0,8.0,0.0,10.0,0.0
SYNCID0000011045,0.0,6.0,12.0,0.0,8.0,0.0
SYNCID0000004770,0.0,6.0,8.0,0.0,6.0,4.0
SYNCID0000010795,0.0,6.0,0.0,0.0,0.0,8.0
SYNCID0000010818,0.0,6.0,2.0,0.0,4.0,0.0
SYNCID0000014552,0.0,6.0,18.0,0.0,6.0,0.0
SYNCID0000014553,0.0,6.0,0.0,0.0,0.0,0.0
SYNCID0000014621,0.0,6.0,2.0,0.0,6.0,2.0
SYNCID0000014658,0.0,6.0,0.0,0.0,0.0,4.0
SYNCID0000014674,0.0,6.0,12.0,0.0,6.0,6.0
SYNCID0000014696,0.0,6.0,22.0,0.0,0.0,10.0
SYNCID0000014728,0.0,6.0,0.0,0.0,0.0,0.0
SYNCID0000014788,0.0,6.0,0.0,0.0,0.0,4.0
SYNCID0000001762,0.0,6.0,0.0,0.0,0.0,8.0
SYNCID0000001825,0.0,6.0,22.0,0.0,12.0,16.0
SYNCID0000014836,0.0,6.0,2.0,0.0,0.0,0.0
SYNCID0000010861,0.0,6.0,18.0,0.0,0.0,10.0
SYNCID0000010885,0.0,6.0,14.0,0.0,10.0,0.0
SYNCID0000004945,0.0,6.0,18.0,0.0,2.0,0.0
SYNCID0000004989,0.0,6.0,12.0,0.0,0.0,6.0
SYNCID0000004990,0.0,6.0,12.0,0.0,2.0,4.0
SYNCID0000009956,0.0,6.0,10.0,0.0,0.0,2.0
SYNCID0000010023,0.0,6.0,12.0,0.0,0.0,0.0
SYNCID0000010161,0.0,6.0,14.0,0.0,0.0,0.0
SYNCID0000010192,0.0,6.0,4.0,0.0,12.0,6.0
SYNCID0000010214,0.0,6.0,10.0,0.0,4.0,0.0
SYNCID0000010258,0.0,6.0,0.0,0.0,0.0,2.0
SYNCID0000010354,0.0,6.0,0.0,0.0,0.0,0.0
SYNCID0000010405,0.0,6.0,0.0,0.0,6.0,2.0
SYNCID0000010467,0.0,6.0,18.0,0.0,8.0,6.0
SYNCID0000010514,0.0,6.0,0.0,0.0,0.0,2.0
SYNCID0000004572,0.0,6.0,4.0,0.0,0.0,4.0
SYNCID0000004658,0.0,6.0,0.0,0.0,0.0,2.0
SYNCID0000009830,0.0,6.0,0.0,0.0,4.0,2.0
SYNCID0000009852,0.0,6.0,2.0,0.0,8.0,4.0
SYNCID0000009853,0.0,6.0,22.0,0.0,0.0,4.0
SYNCID0000005078,0.0,6.0,0.0,0.0,0.0,8.0
SYNCID0000005124,0.0,6.0,12.0,0.0,2.0,6.0
SYNCID0000004778,0.0,6.0,10.0,0.0,14.0,6.0
SYNCID0000004782,0.0,6.0,8.0,0.0,4.0,0.0
SYNCID0000004838,0.0,6.0,2.0,0.0,0.0,8.0
SYNCID0000004891,0.0,6.0,0.0,0.0,0.0,4.0
SYNCID0000004924,0.0,6.0,14.0,0.0,6.0,0.0
SYNCID0000005490,0.0,6.0,6.0,0.0,12.0,4.0
SYNCID0000009445,0.0,6.0,0.0,0.0,0.0,0.0
SYNCID0000009536,0.0,6.0,2.0,0.0,12.0,12.0
SYNCID0000009623,0.0,6.0,18.0,0.0,2.0,6.0
SYNCID0000014914,0.0,6.0,0.0,0.0,6.0,4.0
SYNCID0000001688,0.0,6.0,0.0,0.0,12.0,0.0
SYNCID0000015203,0.0,6.0,12.0,0.0,6.0,10.0
SYNCID0000015285,0.0,6.0,0.0,0.0,0.0,0.0
SYNCID0000015340,0.0,6.0,10.0,0.0,2.0,0.0
SYNCID0000015387,0.0,6.0,8.0,0.0,8.0,6.0
SYNCID0000015555,0.0,6.0,22.0,0.0,10.0,2.0
SYNCID0000008967,0.0,6.0,0.0,0.0,10.0,0.0
SYNCID0000009010,0.0,6.0,12.0,0.0,4.0,6.0
SYNCID0000009071,0.0,6.0,0.0,0.0,0.0,0.0
SYNCID0000005582,0.0,6.0,28.0,0.0,6.0,4.0
SYNCID0000009195,0.0,6.0,0.0,0.0,0.0,0.0
SYNCID0000009252,0.0,6.0,8.0,0.0,4.0,0.0
SYNCID0000009262,0.0,6.0,4.0,0.0,4.0,0.0
SYNCID0000009311,0.0,6.0,14.0,0.0,14.0,4.0
SYNCID0000009314,0.0,6.0,4.0,0.0,4.0,2.0
SYNCID0000009358,0.0,6.0,0.0,0.0,4.0,4.0
SYNCID0000005273,0.0,6.0,24.0,0.0,12.0,2.0
SYNCID0000005302,0.0,6.0,16.0,0.0,12.0,10.0
SYNCID0000005450,0.0,6.0,0.0,0.0,4.0,0.0
SYNCID0000005745,0.0,6.0,0.0,0.0,0.0,0.0
SYNCID0000005752,0.0,6.0,16.0,0.0,0.0,0.0
SYNCID0000005772,0.0,6.0,4.0,0.0,4.0,8.0
SYNCID0000005889,0.0,6.0,14.0,0.0,2.0,0.0
SYNCID0000008776,0.0,6.0,16.0,0.0,8.0,0.0
SYNCID0000015407,0.0,6.0,0.0,0.0,0.0,10.0
SYNCID0000015433,0.0,6.0,10.0,0.0,8.0,10.0
SYNCID0000015470,0.0,6.0,4.0,0.0,0.0,10.0
SYNCID0000001289,0.0,6.0,4.0,0.0,8.0,0.0
SYNCID0000001330,0.0,6.0,2.0,0.0,4.0,4.0
SYNCID0000001346,0.0,6.0,0.0,0.0,10.0,0.0
SYNCID0000001418,0.0,6.0,0.0,0.0,0.0,4.0
SYNCID0000001431,0.0,6.0,2.0,0.0,4.0,6.0
SYNCID0000008333,0.0,6.0,0.0,0.0,14.0,8.0
SYNCID0000008362,0.0,6.0,16.0,0.0,6.0,4.0
SYNCID0000008364,0.0,6.0,0.0,0.0,6.0,4.0
SYNCID0000008555,0.0,6.0,2.0,0.0,8.0,0.0
SYNCID0000015586,0.0,6.0,0.0,0.0,10.0,12.0
SYNCID0000001013,0.0,6.0,2.0,0.0,4.0,10.0
SYNCID0000001089,0.0,6.0,22.0,0.0,0.0,12.0
SYNCID0000001174,0.0,6.0,8.0,0.0,2.0,8.0
SYNCID0000008588,0.0,6.0,14.0,0.0,4.0,6.0
SYNCID0000008650,0.0,6.0,14.0,0.0,0.0,0.0
SYNCID0000008730,0.0,6.0,22.0,0.0,8.0,2.0
SYNCID0000006246,0.0,6.0,18.0,0.0,2.0,0.0
SYNCID0000006308,0.0,6.0,4.0,0.0,0.0,8.0
SYNCID0000008136,0.0,6.0,6.0,0.0,0.0,0.0
SYNCID0000008237,0.0,6.0,10.0,0.0,6.0,8.0
SYNCID0000008299,0.0,6.0,6.0,0.0,4.0,8.0
SYNCID0000005942,0.0,6.0,10.0,0.0,14.0,2.0
SYNCID0000005995,0.0,6.0,12.0,0.0,6.0,2.0
SYNCID0000006064,0.0,6.0,0.0,0.0,8.0,4.0
SYNCID0000006083,0.0,6.0,10.0,0.0,14.0,0.0
SYNCID0000006085,0.0,6.0,20.0,0.0,4.0,4.0
SYNCID0000008325,0.0,6.0,10.0,0.0,4.0,0.0
SYNCID0000006446,0.0,6.0,2.0,0.0,0.0,0.0
SYNCID0000007824,0.0,6.0,12.0,0.0,8.0,0.0
SYNCID0000007903,0.0,6.0,2.0,0.0,6.0,0.0
SYNCID0000016105,0.0,6.0,10.0,0.0,8.0,2.0
SYNCID0000016115,0.0,6.0,2.0,0.0,14.0,0.0
SYNCID0000016140,0.0,6.0,12.0,0.0,2.0,6.0
SYNCID0000016287,0.0,6.0,8.0,0.0,14.0,0.0
SYNCID0000000821,0.0,6.0,0.0,0.0,12.0,4.0
SYNCID0000000900,0.0,6.0,4.0,0.0,4.0,10.0
SYNCID0000016365,0.0,6.0,0.0,0.0,8.0,2.0
